,LINK_ID,store_name,store_addr,lat_x,lot_x,도로_x,layer,path,지역,구로구,동,도로_y,유동인구_평균,lat_y,lot_y,일자,요일,도로명,링크아이디,시점명,종점명,방향,거리,차선수,기능유형구분,도심/외곽구분,권역구분,01시,02시,03시,04시,05시,06시,07시,08시,09시,10시,11시,12시,13시,14시,15시,16시,17시,18시,19시,20시,21시,22시,23시,24시
8357,1180032000,영등포KT,서울특별시 영등포구 영중로 119 (영등포동8가)1522-3232,37.526419,126.905314,영중로,50m제거,G:/내 드라이브/2021 공공빅데이터 청년인턴/프로젝트/데이터/starbucks_50_rm/50m제거.shp,서울,영등포구,영등포동,영중로,50662,37.526419,126.905314,20210719,월,영중로,1180032000,삼환아파트,영등포전화국,하행,317,3,보조간선도로,외곽,영등포구,29.66,24.71,24.73,32.27,35.06,34.23,20.77,20.44,15.83,17.32,16.35,16.03,17.7,19.99,19.87,15.61,16.18,18.85,14.32,19.12,18.02,21.72,22.88,25.64
8364,1180032000,영등포KT,서울특별시 영등포구 영중로 119 (영등포동8가)1522-3232,37.526419,126.905314,영중로,50m제거,G:/내 드라이브/2021 공공빅데이터 청년인턴/프로젝트/데이터/starbucks_50_rm/50m제거.shp,서울,영등포구,영등포동,영중로,50662,37.526419,126.905314,20210726,월,영중로,1180032000,삼환아파트,영등포전화국,하행,317,3,보조간선도로,외곽,영등포구,28.53,25.07,23.39,36.92,36.16,30.92,23.43,18.64,14.46,14.82,17.16,17.37,19.04,19.59,18.53,17.77,21.75,19.9,19.57,20.04,19.25,23.35,22.08,27.33
8374,1180040400,선유도역,서울특별시 영등포구 양평로 115 (양평동4가)1522-3232,37.537268,126.894594,양평로,50m제거,G:/내 드라이브/2021 공공빅데이터 청년인턴/프로젝트/데이터/starbucks_50_rm/50m제거.shp,서울,영등포구,양평2동,양평로,29001,37.537268,126.894594,20210705,월,양평로,1180040400,선유도역,양평동사거리,상행,405,2,보조간선도로,외곽,영등포구,21.08,20.33,28.17,21.74,19.31,17.88,19.12,21.04,15.37,15.51,13.86,18.64,16.31,15.55,13.84,13.78,15.27,15.54,14.11,14.56,16.18,14.19,16.02,16.75
8381,1180040400,선유도역,서울특별시 영등포구 양평로 115 (양평동4가)1522-3232,37.537268,126.894594,양평로,50m제거,G:/내 드라이브/2021 공공빅데이터 청년인턴/프로젝트/데이터/starbucks_50_rm/50m제거.shp,서울,영등포구,양평2동,양평로,29001,37.537268,126.894594,20210712,월,양평로,1180040400,선유도역,양평동사거리,상행,405,2,보조간선도로,외곽,영등포구,17.03,26.67,18.98,23.77,21.4,18.1,17.49,15.99,14.42,15.52,15.93,12.34,12.9,12.61,11.32,13.58,17.22,14.52,15.07,15.74,14.72,16.58,19.74,14.96
8388,1180040400,선유도역,서울특별시 영등포구 양평로 115 (양평동4가)1522-3232,37.537268,126.894594,양평로,50m제거,G:/내 드라이브/2021 공공빅데이터 청년인턴/프로젝트/데이터/starbucks_50_rm/50m제거.shp,서울,영등포구,양평2동,양평로,29001,37.537268,126.894594,20210719,월,양평로,1180040400,선유도역,양평동사거리,상행,405,2,보조간선도로,외곽,영등포구,19.49,19.14,18.59,27.32,21.83,19.56,23.13,18.22,16.66,16.15,15.15,13.44,14.9,15.86,15.57,12.91,13.77,16.07,14.89,20.13,18.56,17.75,19.97,17.52
8395,1180040400,선유도역,서울특별시 영등포구 양평로 115 (양평동4가)1522-3232,37.537268,126.894594,양평로,50m제거,G:/내 드라이브/2021 공공빅데이터 청년인턴/프로젝트/데이터/starbucks_50_rm/50m제거.shp,서울,영등포구,양평2동,양평로,29001,37.537268,126.894594,20210726,월,양평로,1180040400,선유도역,양평동사거리,상행,405,2,보조간선도로,외곽,영등포구,17.28,20.1,22.43,31.63,16.69,14.47,16.86,18.62,14.82,14.1,12.52,15.78,17.27,13.26,11.59,14.61,15.85,17.04,15.65,16.62,14.73,16.39,16.31,17.36
8405,1180039700,선유동이레빌딩,서울특별시 영등포구 선유동2로 57 (양평제1동) 이레빌딩1522-3232,37.534109,126.896912,선유동2로,50m제거,G:/내 드라이브/2021 공공빅데이터 청년인턴/프로젝트/데이터/starbucks_50_rm/50m제거.shp,서울,영등포구,양평2동,선유동2로,29001,37.534109,126.896912,20210705,월,선유로,1180039700,선유중고교,양평동사거리,상행,401,4,주간선도로,외곽,영등포구,35.78,34.44,34.93,32.43,33.4,32.13,23.31,17.92,14.34,14.86,15.65,22.24,16.17,23.08,19.34,15.99,17.23,14.5,14.22,19.02,24.9,27.73,29.8,29.3
8412,1180039700,선유동이레빌딩,서울특별시 영등포구 선유동2로 57 (양평제1동) 이레빌딩1522-3232,37.534109,126.896912,선유동2로,50m제거,G:/내 드라이브/2021 공공빅데이터 청년인턴/프로젝트/데이터/starbucks_50_rm/50m제거.shp,서울,영등포구,양평2동,선유동2로,29001,37.534109,126.896912,20210712,월,선유로,1180039700,선유중고교,양평동사거리,상행,401,4,주간선도로,외곽,영등포구,33.43,35.2,35.2,35.82,33.82,29.1,22.88,20.29,15.95,13.99,13.44,15.82,13.98,12.68,13.75,19.4,15.41,12.29,11.85,18.57,23.1,27.08,29.13,30.88
8419,1180039700,선유동이레빌딩,서울특별시 영등포구 선유동2로 57 (양평제1동) 이레빌딩1522-3232,37.534109,126.896912,선유동2로,50m제거,G:/내 드라이브/2021 공공빅데이터 청년인턴/프로젝트/데이터/starbucks_50_rm/50m제거.shp,서울,영등포구,양평2동,선유동2로,29001,37.534109,126.896912,20210719,월,선유로,1180039700,선유중고교,양평동사거리,상행,401,4,주간선도로,외곽,영등포구,33.92,31.04,33.59,31.48,31.25,30.06,25.41,19.25,15.29,18.78,18.31,15.64,16.47,14.49,11.42,10.05,11.46,13.84,13.42,18.86,21.38,27.48,28.7,28.69
8426,1180039700,선유동이레빌딩,서울특별시 영등포구 선유동2로 57 (양평제1동) 이레빌딩1522-3232,37.534109,126.896912,선유동2로,50m제거,G:/내 드라이브/2021 공공빅데이터 청년인턴/프로젝트/데이터/starbucks_50_rm/50m제거.shp,서울,영등포구,양평2동,선유동2로,29001,37.534109,126.896912,20210726,월,선유로,1180039700,선유중고교,양평동사거리,상행,401,4,주간선도로,외곽,영등포구,30.87,32.08,35.2,35.2,31.43,32.11,25.02,26.07,15.64,12.76,15.94,14.06,18.33,15.25,11.32,11.83,14.0,16.68,14.92,18.18,24.48,27.3,31.29,33.79
8436,1180040000,당산,서울특별시 영등포구 양평로 64 (당산동6가)1522-3232,37.535164,126.899942,양평로,50m제거,G:/내 드라이브/2021 공공빅데이터 청년인턴/프로젝트/데이터/starbucks_50_rm/50m제거.shp,서울,영등포구,당산2동,양평로,35769,37.535164,126.899942,20210705,월,양평로,1180040000,양평동사거리,당산역,상행,427,2,보조간선도로,외곽,영등포구,37.99,43.2,32.25,31.2,37.36,41.41,33.74,28.63,26.49,26.04,26.22,24.81,24.66,26.87,25.39,26.68,23.7,27.32,25.4,23.28,25.63,24.89,29.89,28.37
8443,1180040000,당산,서울특별시 영등포구 양평로 64 (당산동6가)1522-3232,37.535164,126.899942,양평로,50m제거,G:/내 드라이브/2021 공공빅데이터 청년인턴/프로젝트/데이터/starbucks_50_rm/50m제거.shp,서울,영등포구,당산2동,양평로,35769,37.535164,126.899942,20210712,월,양평로,1180040000,양평동사거리,당산역,상행,427,2,보조간선도로,외곽,영등포구,32.37,31.43,32.52,39.93,30.46,35.94,30.9,26.55,27.26,24.6,23.77,25.45,24.9,25.6,22.39,29.69,26.42,25.91,25.86,27.24,26.71,25.45,25.96,27.53
8450,1180040000,당산,서울특별시 영등포구 양평로 64 (당산동6가)1522-3232,37.535164,126.899942,양평로,50m제거,G:/내 드라이브/2021 공공빅데이터 청년인턴/프로젝트/데이터/starbucks_50_rm/50m제거.shp,서울,영등포구,당산2동,양평로,35769,37.535164,126.899942,20210719,월,양평로,1180040000,양평동사거리,당산역,상행,427,2,보조간선도로,외곽,영등포구,33.06,32.0,33.29,34.6,37.39,38.17,28.77,28.78,26.5,26.15,26.16,25.7,27.1,26.46,23.02,22.02,25.47,29.92,23.16,23.42,28.33,31.01,27.5,28.22
8457,1180040000,당산,서울특별시 영등포구 양평로 64 (당산동6가)1522-3232,37.535164,126.899942,양평로,50m제거,G:/내 드라이브/2021 공공빅데이터 청년인턴/프로젝트/데이터/starbucks_50_rm/50m제거.shp,서울,영등포구,당산2동,양평로,35769,37.535164,126.899942,20210726,월,양평로,1180040000,양평동사거리,당산역,상행,427,2,보조간선도로,외곽,영등포구,34.0,34.05,32.72,27.42,31.24,35.09,30.91,30.37,26.56,28.43,25.71,25.35,24.26,25.22,26.89,25.81,24.23,28.15,24.56,24.95,26.45,28.91,28.17,29.98
8467,1180040100,당산,서울특별시 영등포구 양평로 64 (당산동6가)1522-3232,37.535164,126.899942,양평로,50m제거,G:/내 드라이브/2021 공공빅데이터 청년인턴/프로젝트/데이터/starbucks_50_rm/50m제거.shp,서울,영등포구,당산2동,양평로,35769,37.535164,126.899942,20210705,월,양평로,1180040100,당산역,양평동사거리,하행,427,3,보조간선도로,외곽,영등포구,29.38,30.68,31.07,34.03,32.16,29.64,25.22,22.12,19.07,16.24,17.0,18.4,20.55,17.37,17.97,18.91,18.86,16.68,14.54,13.15,14.27,16.9,17.45,22.25
8474,1180040100,당산,서울특별시 영등포구 양평로 64 (당산동6가)1522-3232,37.535164,126.899942,양평로,50m제거,G:/내 드라이브/2021 공공빅데이터 청년인턴/프로젝트/데이터/starbucks_50_rm/50m제거.shp,서울,영등포구,당산2동,양평로,35769,37.535164,126.899942,20210712,월,양평로,1180040100,당산역,양평동사거리,하행,427,3,보조간선도로,외곽,영등포구,27.51,30.09,37.45,37.84,37.42,29.93,28.13,24.73,18.51,18.46,19.47,20.74,21.13,19.09,17.82,20.94,18.44,18.56,13.93,11.56,12.94,18.3,17.19,20.7
8481,1180040100,당산,서울특별시 영등포구 양평로 64 (당산동6가)1522-3232,37.535164,126.899942,양평로,50m제거,G:/내 드라이브/2021 공공빅데이터 청년인턴/프로젝트/데이터/starbucks_50_rm/50m제거.shp,서울,영등포구,당산2동,양평로,35769,37.535164,126.899942,20210719,월,양평로,1180040100,당산역,양평동사거리,하행,427,3,보조간선도로,외곽,영등포구,22.47,26.9,30.55,36.15,36.44,28.68,27.07,26.29,18.94,18.37,21.27,21.47,21.58,21.09,19.45,17.14,15.35,13.65,10.36,9.58,11.82,17.47,18.94,21.12
8488,1180040100,당산,서울특별시 영등포구 양평로 64 (당산동6가)1522-3232,37.535164,126.899942,양평로,50m제거,G:/내 드라이브/2021 공공빅데이터 청년인턴/프로젝트/데이터/starbucks_50_rm/50m제거.shp,서울,영등포구,당산2동,양평로,35769,37.535164,126.899942,20210726,월,양평로,1180040100,당산역,양평동사거리,하행,427,3,보조간선도로,외곽,영등포구,27.59,30.42,35.41,32.47,31.06,31.12,28.36,23.9,17.48,15.69,19.41,20.84,19.19,19.54,20.05,19.23,18.45,17.94,14.93,12.45,15.81,18.66,21.34,24.43
8498,1180018000,신세계타임스퀘어B2,"서울특별시 영등포구 영중로 9, 신세계타임스퀘어점 리빙관 지하2층 (영등포동4가)1522-3232",37.517162,126.905608,영중로,50m제거,G:/내 드라이브/2021 공공빅데이터 청년인턴/프로젝트/데이터/starbucks_50_rm/50m제거.shp,서울,영등포구,영등포동,영중로,50662,37.517162,126.905608,20210705,월,영중로,1180018000,신세계백화점영등포점,영등포역,하행,202,3,보조간선도로,외곽,영등포구,18.67,11.5,19.33,24.36,17.1,20.93,11.34,10.47,12.83,13.01,12.34,10.08,10.06,10.92,8.87,7.36,9.02,8.63,8.1,9.43,14.12,13.74,13.12,14.44
8505,1180018000,신세계타임스퀘어B2,"서울특별시 영등포구 영중로 9, 신세계타임스퀘어점 리빙관 지하2층 (영등포동4가)1522-3232",37.517162,126.905608,영중로,50m제거,G:/내 드라이브/2021 공공빅데이터 청년인턴/프로젝트/데이터/starbucks_50_rm/50m제거.shp,서울,영등포구,영등포동,영중로,50662,37.517162,126.905608,20210712,월,영중로,1180018000,신세계백화점영등포점,영등포역,하행,202,3,보조간선도로,외곽,영등포구,15.58,19.79,13.18,34.52,15.11,20.26,17.13,12.97,12.53,14.05,11.07,11.29,11.19,11.75,11.73,11.28,11.07,9.67,8.37,10.17,11.77,13.57,11.88,15.23
8512,1180018000,신세계타임스퀘어B2,"서울특별시 영등포구 영중로 9, 신세계타임스퀘어점 리빙관 지하2층 (영등포동4가)1522-3232",37.517162,126.905608,영중로,50m제거,G:/내 드라이브/2021 공공빅데이터 청년인턴/프로젝트/데이터/starbucks_50_rm/50m제거.shp,서울,영등포구,영등포동,영중로,50662,37.517162,126.905608,20210719,월,영중로,1180018000,신세계백화점영등포점,영등포역,하행,202,3,보조간선도로,외곽,영등포구,21.59,16.72,7.75,24.57,23.05,16.59,19.65,13.84,11.86,14.83,13.61,10.02,11.26,11.08,10.64,9.05,10.03,12.04,9.93,10.52,13.11,12.88,14.95,12.38
8519,1180018000,신세계타임스퀘어B2,"서울특별시 영등포구 영중로 9, 신세계타임스퀘어점 리빙관 지하2층 (영등포동4가)1522-3232",37.517162,126.905608,영중로,50m제거,G:/내 드라이브/2021 공공빅데이터 청년인턴/프로젝트/데이터/starbucks_50_rm/50m제거.shp,서울,영등포구,영등포동,영중로,50662,37.517162,126.905608,20210726,월,영중로,1180018000,신세계백화점영등포점,영등포역,하행,202,3,보조간선도로,외곽,영등포구,15.15,24.57,15.61,23.83,14.18,20.75,19.91,13.29,11.29,11.28,11.71,10.81,9.0,9.32,6.33,7.97,7.31,10.38,8.05,8.6,11.35,10.62,13.82,14.28
8529,1180019500,문래동,"서울특별시 영등포구 선유로 64, 대창타운빌 1층 (문래동3가)1522-3232",37.519602,126.889652,선유로,50m제거,G:/내 드라이브/2021 공공빅데이터 청년인턴/프로젝트/데이터/starbucks_50_rm/50m제거.shp,서울,영등포구,문래동,선유로,40040,37.519602,126.889652,20210705,월,선유로,1180019500,근로자회관,영문초교,상행,300,2,주간선도로,외곽,영등포구,24.66,38.15,39.35,38.86,36.68,30.5,32.23,25.28,22.88,24.83,19.15,14.23,16.8,19.97,18.94,14.78,15.05,19.71,17.97,20.38,21.64,23.57,20.08,24.74
8536,1180019500,문래동,"서울특별시 영등포구 선유로 64, 대창타운빌 1층 (문래동3가)1522-3232",37.519602,126.889652,선유로,50m제거,G:/내 드라이브/2021 공공빅데이터 청년인턴/프로젝트/데이터/starbucks_50_rm/50m제거.shp,서울,영등포구,문래동,선유로,40040,37.519602,126.889652,20210712,월,선유로,1180019500,근로자회관,영문초교,상행,300,2,주간선도로,외곽,영등포구,27.34,42.35,37.39,31.03,15.48,34.54,28.55,29.48,21.62,24.2,20.01,16.9,19.66,17.31,15.35,14.21,17.48,19.7,22.64,23.23,28.06,22.09,27.08,25.6
8543,1180019500,문래동,"서울특별시 영등포구 선유로 64, 대창타운빌 1층 (문래동3가)1522-3232",37.519602,126.889652,선유로,50m제거,G:/내 드라이브/2021 공공빅데이터 청년인턴/프로젝트/데이터/starbucks_50_rm/50m제거.shp,서울,영등포구,문래동,선유로,40040,37.519602,126.889652,20210719,월,선유로,1180019500,근로자회관,영문초교,상행,300,2,주간선도로,외곽,영등포구,32.46,23.76,25.87,21.83,28.97,38.48,20.54,30.16,19.52,24.79,21.39,20.0,19.62,17.74,17.31,16.92,14.44,15.58,10.26,13.95,21.59,24.46,26.4,32.57
8550,1180019500,문래동,"서울특별시 영등포구 선유로 64, 대창타운빌 1층 (문래동3가)1522-3232",37.519602,126.889652,선유로,50m제거,G:/내 드라이브/2021 공공빅데이터 청년인턴/프로젝트/데이터/starbucks_50_rm/50m제거.shp,서울,영등포구,문래동,선유로,40040,37.519602,126.889652,20210726,월,선유로,1180019500,근로자회관,영문초교,상행,300,2,주간선도로,외곽,영등포구,31.21,23.39,40.08,30.93,24.63,26.89,28.58,32.5,23.63,23.74,20.38,17.27,16.03,15.75,15.16,14.89,15.34,16.92,14.02,19.74,23.36,20.33,21.59,28.85
8560,1180018000,신세계타임스퀘어1F,"서울특별시 영등포구 영중로 9, 신세계백화점 리빙관 1층 (영등포동4가)1522-3232",37.517162,126.905608,영중로,50m제거,G:/내 드라이브/2021 공공빅데이터 청년인턴/프로젝트/데이터/starbucks_50_rm/50m제거.shp,서울,영등포구,영등포동,영중로,50662,37.517162,126.905608,20210705,월,영중로,1180018000,신세계백화점영등포점,영등포역,하행,202,3,보조간선도로,외곽,영등포구,18.67,11.5,19.33,24.36,17.1,20.93,11.34,10.47,12.83,13.01,12.34,10.08,10.06,10.92,8.87,7.36,9.02,8.63,8.1,9.43,14.12,13.74,13.12,14.44
8567,1180018000,신세계타임스퀘어1F,"서울특별시 영등포구 영중로 9, 신세계백화점 리빙관 1층 (영등포동4가)1522-3232",37.517162,126.905608,영중로,50m제거,G:/내 드라이브/2021 공공빅데이터 청년인턴/프로젝트/데이터/starbucks_50_rm/50m제거.shp,서울,영등포구,영등포동,영중로,50662,37.517162,126.905608,20210712,월,영중로,1180018000,신세계백화점영등포점,영등포역,하행,202,3,보조간선도로,외곽,영등포구,15.58,19.79,13.18,34.52,15.11,20.26,17.13,12.97,12.53,14.05,11.07,11.29,11.19,11.75,11.73,11.28,11.07,9.67,8.37,10.17,11.77,13.57,11.88,15.23
8574,1180018000,신세계타임스퀘어1F,"서울특별시 영등포구 영중로 9, 신세계백화점 리빙관 1층 (영등포동4가)1522-3232",37.517162,126.905608,영중로,50m제거,G:/내 드라이브/2021 공공빅데이터 청년인턴/프로젝트/데이터/starbucks_50_rm/50m제거.shp,서울,영등포구,영등포동,영중로,50662,37.517162,126.905608,20210719,월,영중로,1180018000,신세계백화점영등포점,영등포역,하행,202,3,보조간선도로,외곽,영등포구,21.59,16.72,7.75,24.57,23.05,16.59,19.65,13.84,11.86,14.83,13.61,10.02,11.26,11.08,10.64,9.05,10.03,12.04,9.93,10.52,13.11,12.88,14.95,12.38
8581,1180018000,신세계타임스퀘어1F,"서울특별시 영등포구 영중로 9, 신세계백화점 리빙관 1층 (영등포동4가)1522-3232",37.517162,126.905608,영중로,50m제거,G:/내 드라이브/2021 공공빅데이터 청년인턴/프로젝트/데이터/starbucks_50_rm/50m제거.shp,서울,영등포구,영등포동,영중로,50662,37.517162,126.905608,20210726,월,영중로,1180018000,신세계백화점영등포점,영등포역,하행,202,3,보조간선도로,외곽,영등포구,15.15,24.57,15.61,23.83,14.18,20.75,19.91,13.29,11.29,11.28,11.71,10.81,9.0,9.32,6.33,7.97,7.31,10.38,8.05,8.6,11.35,10.62,13.82,14.28
8591,1180020600,영등포본동,서울특별시 영등포구 영등포로 254 (영등포동3가)1522-3232,37.518713,126.909559,영등포로,50m제거,G:/내 드라이브/2021 공공빅데이터 청년인턴/프로젝트/데이터/starbucks_50_rm/50m제거.shp,서울,영등포구,영등포본동,영등포로,18657,37.518713,126.909559,20210705,월,영등포로,1180020600,영등포시장,영등포로타리,상행,693,3,보조간선도로,외곽,영등포구,32.48,27.5,26.85,28.02,22.58,26.33,21.08,17.35,15.5,17.68,19.07,18.77,15.67,13.65,15.69,14.36,16.2,15.45,14.63,19.15,14.99,17.73,19.53,20.24
8598,1180020600,영등포본동,서울특별시 영등포구 영등포로 254 (영등포동3가)1522-3232,37.518713,126.909559,영등포로,50m제거,G:/내 드라이브/2021 공공빅데이터 청년인턴/프로젝트/데이터/starbucks_50_rm/50m제거.shp,서울,영등포구,영등포본동,영등포로,18657,37.518713,126.909559,20210712,월,영등포로,1180020600,영등포시장,영등포로타리,상행,693,3,보조간선도로,외곽,영등포구,24.76,21.0,28.43,27.83,24.8,24.83,24.24,15.13,17.65,17.41,17.38,18.34,15.76,16.43,16.29,17.61,16.52,17.22,15.08,17.08,18.65,22.02,23.39,21.49
8605,1180020600,영등포본동,서울특별시 영등포구 영등포로 254 (영등포동3가)1522-3232,37.518713,126.909559,영등포로,50m제거,G:/내 드라이브/2021 공공빅데이터 청년인턴/프로젝트/데이터/starbucks_50_rm/50m제거.shp,서울,영등포구,영등포본동,영등포로,18657,37.518713,126.909559,20210719,월,영등포로,1180020600,영등포시장,영등포로타리,상행,693,3,보조간선도로,외곽,영등포구,20.92,22.6,19.23,23.08,19.83,25.07,20.86,13.1,20.06,17.41,17.52,16.63,13.46,17.81,14.87,15.49,17.05,17.75,17.27,15.13,20.51,19.03,16.47,17.33
8612,1180020600,영등포본동,서울특별시 영등포구 영등포로 254 (영등포동3가)1522-3232,37.518713,126.909559,영등포로,50m제거,G:/내 드라이브/2021 공공빅데이터 청년인턴/프로젝트/데이터/starbucks_50_rm/50m제거.shp,서울,영등포구,영등포본동,영등포로,18657,37.518713,126.909559,20210726,월,영등포로,1180020600,영등포시장,영등포로타리,상행,693,3,보조간선도로,외곽,영등포구,22.85,17.32,21.42,20.89,20.17,23.85,24.68,18.11,14.56,13.64,16.94,16.54,18.28,19.27,12.92,14.28,14.08,15.98,14.72,15.43,19.12,19.71,23.62,22.95
8622,1180022300,영등포시장교차로,서울특별시 영등포구 영중로 45 (영등포동6가)1522-3232,37.5204239,126.904446,영중로,50m제거,G:/내 드라이브/2021 공공빅데이터 청년인턴/프로젝트/데이터/starbucks_50_rm/50m제거.shp,서울,영등포구,당산1동,영중로,22766,37.5204239,126.904446,20210705,월,영등포로,1180022300,영등포시장,영등포청과시장,하행,341,3,보조간선도로,외곽,영등포구,25.68,22.2,26.95,28.33,34.09,17.05,25.12,26.76,28.59,26.09,23.26,27.42,25.97,25.41,24.39,25.76,21.17,20.7,20.37,21.61,24.46,28.31,25.52,23.7
8629,1180022300,영등포시장교차로,서울특별시 영등포구 영중로 45 (영등포동6가)1522-3232,37.5204239,126.904446,영중로,50m제거,G:/내 드라이브/2021 공공빅데이터 청년인턴/프로젝트/데이터/starbucks_50_rm/50m제거.shp,서울,영등포구,당산1동,영중로,22766,37.5204239,126.904446,20210712,월,영등포로,1180022300,영등포시장,영등포청과시장,하행,341,3,보조간선도로,외곽,영등포구,26.14,23.0,26.64,23.32,30.1,20.74,16.99,27.8,26.42,24.08,25.92,25.98,27.97,26.45,23.13,21.92,23.94,22.96,23.16,18.93,19.71,28.46,24.96,26.17
8636,1180022300,영등포시장교차로,서울특별시 영등포구 영중로 45 (영등포동6가)1522-3232,37.5204239,126.904446,영중로,50m제거,G:/내 드라이브/2021 공공빅데이터 청년인턴/프로젝트/데이터/starbucks_50_rm/50m제거.shp,서울,영등포구,당산1동,영중로,22766,37.5204239,126.904446,20210719,월,영등포로,1180022300,영등포시장,영등포청과시장,하행,341,3,보조간선도로,외곽,영등포구,21.84,25.14,34.48,35.62,26.91,23.88,30.47,31.45,25.69,25.38,25.79,27.84,25.49,25.81,26.09,24.92,22.02,19.28,18.83,16.84,20.31,25.79,27.12,25.96
8643,1180022300,영등포시장교차로,서울특별시 영등포구 영중로 45 (영등포동6가)1522-3232,37.5204239,126.904446,영중로,50m제거,G:/내 드라이브/2021 공공빅데이터 청년인턴/프로젝트/데이터/starbucks_50_rm/50m제거.shp,서울,영등포구,당산1동,영중로,22766,37.5204239,126.904446,20210726,월,영등포로,1180022300,영등포시장,영등포청과시장,하행,341,3,보조간선도로,외곽,영등포구,22.68,28.02,31.72,22.65,23.91,23.49,19.75,21.21,25.39,27.12,26.05,24.8,24.22,26.29,25.39,26.53,22.26,21.23,18.38,22.53,21.91,26.4,23.91,26.63
8653,1180023600,영등포시장교차로,서울특별시 영등포구 영중로 45 (영등포동6가)1522-3232,37.5204239,126.904446,영중로,50m제거,G:/내 드라이브/2021 공공빅데이터 청년인턴/프로젝트/데이터/starbucks_50_rm/50m제거.shp,서울,영등포구,당산1동,영중로,22766,37.5204239,126.904446,20210705,월,영중로,1180023600,영등포시장역,영등포시장,하행,302,3,보조간선도로,외곽,영등포구,18.32,12.61,18.29,20.86,29.59,20.18,18.16,19.59,17.84,13.01,14.82,11.51,15.85,18.32,13.59,11.07,13.06,14.69,12.11,15.44,15.48,14.34,17.53,15.96
8660,1180023600,영등포시장교차로,서울특별시 영등포구 영중로 45 (영등포동6가)1522-3232,37.5204239,126.904446,영중로,50m제거,G:/내 드라이브/2021 공공빅데이터 청년인턴/프로젝트/데이터/starbucks_50_rm/50m제거.shp,서울,영등포구,당산1동,영중로,22766,37.5204239,126.904446,20210712,월,영중로,1180023600,영등포시장역,영등포시장,하행,302,3,보조간선도로,외곽,영등포구,15.23,17.91,13.0,20.03,22.36,18.65,19.87,17.88,13.37,12.86,12.07,14.6,13.81,16.27,14.17,14.4,14.39,13.07,15.22,21.66,16.81,17.82,15.95,15.9
8667,1180023600,영등포시장교차로,서울특별시 영등포구 영중로 45 (영등포동6가)1522-3232,37.5204239,126.904446,영중로,50m제거,G:/내 드라이브/2021 공공빅데이터 청년인턴/프로젝트/데이터/starbucks_50_rm/50m제거.shp,서울,영등포구,당산1동,영중로,22766,37.5204239,126.904446,20210719,월,영중로,1180023600,영등포시장역,영등포시장,하행,302,3,보조간선도로,외곽,영등포구,17.86,23.1,20.15,26.76,20.54,16.34,16.11,14.77,12.42,11.96,14.8,15.11,14.47,14.44,14.99,15.03,15.1,14.44,16.15,19.5,20.04,18.39,17.12,15.92
8674,1180023600,영등포시장교차로,서울특별시 영등포구 영중로 45 (영등포동6가)1522-3232,37.5204239,126.904446,영중로,50m제거,G:/내 드라이브/2021 공공빅데이터 청년인턴/프로젝트/데이터/starbucks_50_rm/50m제거.shp,서울,영등포구,당산1동,영중로,22766,37.5204239,126.904446,20210726,월,영중로,1180023600,영등포시장역,영등포시장,하행,302,3,보조간선도로,외곽,영등포구,20.17,19.73,15.77,23.33,23.52,16.97,13.85,14.64,11.98,11.58,10.07,10.1,10.13,13.67,13.25,12.88,12.69,14.52,15.22,16.43,16.82,18.44,16.43,17.29
8684,1180040000,당산역사거리,서울특별시 영등포구 양평로 47 (당산동5가)1522-3232,37.533984,126.901156,양평로,50m제거,G:/내 드라이브/2021 공공빅데이터 청년인턴/프로젝트/데이터/starbucks_50_rm/50m제거.shp,서울,영등포구,당산2동,양평로,35769,37.533984,126.901156,20210705,월,양평로,1180040000,양평동사거리,당산역,상행,427,2,보조간선도로,외곽,영등포구,37.99,43.2,32.25,31.2,37.36,41.41,33.74,28.63,26.49,26.04,26.22,24.81,24.66,26.87,25.39,26.68,23.7,27.32,25.4,23.28,25.63,24.89,29.89,28.37
8691,1180040000,당산역사거리,서울특별시 영등포구 양평로 47 (당산동5가)1522-3232,37.533984,126.901156,양평로,50m제거,G:/내 드라이브/2021 공공빅데이터 청년인턴/프로젝트/데이터/starbucks_50_rm/50m제거.shp,서울,영등포구,당산2동,양평로,35769,37.533984,126.901156,20210712,월,양평로,1180040000,양평동사거리,당산역,상행,427,2,보조간선도로,외곽,영등포구,32.37,31.43,32.52,39.93,30.46,35.94,30.9,26.55,27.26,24.6,23.77,25.45,24.9,25.6,22.39,29.69,26.42,25.91,25.86,27.24,26.71,25.45,25.96,27.53
8698,1180040000,당산역사거리,서울특별시 영등포구 양평로 47 (당산동5가)1522-3232,37.533984,126.901156,양평로,50m제거,G:/내 드라이브/2021 공공빅데이터 청년인턴/프로젝트/데이터/starbucks_50_rm/50m제거.shp,서울,영등포구,당산2동,양평로,35769,37.533984,126.901156,20210719,월,양평로,1180040000,양평동사거리,당산역,상행,427,2,보조간선도로,외곽,영등포구,33.06,32.0,33.29,34.6,37.39,38.17,28.77,28.78,26.5,26.15,26.16,25.7,27.1,26.46,23.02,22.02,25.47,29.92,23.16,23.42,28.33,31.01,27.5,28.22
