store_name,store_address,lat,lot,도로,길,Z_KAIS_TL_SPRD_MANAGE_11000_ALWNC_DE,Z_KAIS_TL_SPRD_MANAGE_11000_ALWNC_RESN,Z_KAIS_TL_SPRD_MANAGE_11000_BSI_INT,Z_KAIS_TL_SPRD_MANAGE_11000_ENG_RN,Z_KAIS_TL_SPRD_MANAGE_11000_MVMN_DE,Z_KAIS_TL_SPRD_MANAGE_11000_MVMN_RESN,Z_KAIS_TL_SPRD_MANAGE_11000_MVM_RES_CD,Z_KAIS_TL_SPRD_MANAGE_11000_NTFC_DE,Z_KAIS_TL_SPRD_MANAGE_11000_OPERT_DE,Z_KAIS_TL_SPRD_MANAGE_11000_RBP_CN,Z_KAIS_TL_SPRD_MANAGE_11000_RDS_DPN_SE,Z_KAIS_TL_SPRD_MANAGE_11000_RDS_MAN_NO,Z_KAIS_TL_SPRD_MANAGE_11000_REP_CN,Z_KAIS_TL_SPRD_MANAGE_11000_RN_CD,Z_KAIS_TL_SPRD_MANAGE_11000_ROAD_BT,Z_KAIS_TL_SPRD_MANAGE_11000_ROAD_LT,Z_KAIS_TL_SPRD_MANAGE_11000_ROA_CLS_SE,Z_KAIS_TL_SPRD_MANAGE_11000_SIG_CD,Z_KAIS_TL_SPRD_MANAGE_11000_WDR_RD_CD
합정,"서울특별시 마포구 월드컵로1길 14 (합정동) 마포한강푸르지오 110, 111, 112-21522-3232","37.54963","126.912999",월드컵로1길,,"20100616",월드컵로에서 분기되는 도로,"10",World Cup-ro 1-gil,"20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20100617","20141030223918",합정동 383-2,"1","2531",합정동 393-13,"4139491",2.00000000,21.00000000,"4","11440","3"
서강대흥역,서울특별시 마포구 백범로 89-5 (대흥동)1522-3232,"37.548178","126.941576",백범로,,"20100419",역사적인 인물 김구의 호 인용,"10",Baekbeom-ro,"20141030",기재내용정정,"71","20100422","20181109161434",서울특별시 마포구 노고산동 31-6(신촌로타리),"1","2913",서울특별시 용산구 한강로1가 97(삼각지),"3005016",9.00000000,4150.00000000,"3","11440","2"
서교동사거리,서울특별시 마포구 양화로 105 (서교동)1522-3232,"37.553376","126.918564",양화로,,"20100419",옛 양화나루의 지명인용,"10",Yanghwa-ro,"20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20100422","20141030223917",합정동 348-3,"1","2282",동교동 173-17,"3113014",9.00000000,141.00000000,"3","11440","3"
상암사보이시티,서울특별시 마포구 월드컵북로54길 17 (상암동)1522-3232,"37.58147","126.888983",월드컵북로54길,,"20100616",월드컵북로에서 분기되는 도로,"10",World Cup buk-ro 54-gil,"20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20100617","20141030223919",상암동 172-4,"0","4",상암동 251-10,"4139549",26.00000000,337.00000000,"4","11440","3"
신촌오거리,서울특별시 마포구 신촌로16길 10 (노고산동)1522-3232,"37.555137","126.934694",신촌로16길,,"20100616",신촌로에서 분기되는 도로,"10",Sinchon-ro 16-gil,"20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20100617","20141030223917",노고산동 49-1,"1","3451",노고산동 56-90,"4139395",2.00000000,13.00000000,"4","11440","3"
상암디지털큐브,서울특별시 마포구 상암산로 341522-3232,"37.5763132","126.8892477",상암산로,,"20100616","상암산이 위치한 곳을 지난는 도로로서, 상암산을 인용하여 부여","10",Sangamsan-ro,"20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20100617","20141030223915",상암동 405-6,"1","3291",상암동 229-2,"3113009",16.00000000,223.00000000,"3","11440","3"
상수역,서울특별시 마포구 독막로 88 (상수동)1522-3232,"37.5474817","126.9232158",독막로,,"20100616",옛날 독을 굽던 곳이라하여 독마을이라 불리던 것이 현재는 독막으로 불리게 되어 명명함.,"10",Dongmak-ro,"20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20100617","20141030223913",합정동 414-25,"2","1886",도화동 556,"3113005",5.00000000,44.00000000,"3","11440","3"
공덕오거리,서울특별시 마포구 마포대로 86 (도화동) 창강빌딩1522-3232,"37.5424641","126.9505773",마포대로,,"20090701",마포구의 주요도로,"10",Mapo-daero,"20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20090710","20141030223913",마포동 49,"1","1468",아현동 694,"2113001",16.00000000,188.00000000,"2","11440","3"
서교,서울특별시 마포구 양화로 78 (서교동) 서교빌딩 1층1522-3232,"37.551385","126.9169208",양화로,,"20100419",옛 양화나루의 지명인용,"10",Yanghwa-ro,"20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20100422","20141030223917",합정동 348-3,"1","2282",동교동 173-17,"3113014",9.00000000,141.00000000,"3","11440","3"
서강대,서울특별시 마포구 백범로 23 (신수동)1522-3232,"37.5524584","126.9378262",백범로,,"20100419",역사적인 인물 김구의 호 인용,"10",Baekbeom-ro,"20141030",기재내용정정,"71","20100422","20181109161434",서울특별시 마포구 노고산동 31-6(신촌로타리),"1","2913",서울특별시 용산구 한강로1가 97(삼각지),"3005016",9.00000000,4150.00000000,"3","11440","2"
상암MBC,서울특별시 마포구 성암로 267 (상암동)1522-3232,"37.581297","126.890908",성암로,,"20100616","성산동과 상암동을 지나는 도로로서, 행정동 명칭을 인용하여 부여함","10",Seongam-ro,"20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20100617","20141030223916",성산동 119-2,"1","27",상암동 862,"3113012",5.00000000,79.00000000,"3","11440","3"
홍대역,"서울특별시 마포구 양화로 165, 상진빌딩 1층 (동교동)1522-3232","37.557175","126.923654",양화로,,"20100419",옛 양화나루의 지명인용,"10",Yanghwa-ro,"20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20100422","20141030223917",합정동 348-3,"1","2282",동교동 173-17,"3113014",9.00000000,141.00000000,"3","11440","3"
동교,"서울특별시 마포구 월드컵북로 22, 영준빌딩 1층 (동교동)1522-3232","37.556928","126.919819",월드컵북로,,"20100616","월드컵경기장의 북쪽에 위치한 도로로서, 월드컵을 인용하여 부여함","20",World Cup buk-ro,"20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20100617","20141030223918",동교동 160-5,"1","2948",상암동 656,"3113019",2.00000000,28.00000000,"3","11440","3"
애오개역,"서울특별시 마포구 마포대로 201, 마포트라팰리스II (아현동)1522-3232","37.55218737","126.9555203",마포대로,,"20090701",마포구의 주요도로,"10",Mapo-daero,"20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20090710","20141030223913",마포동 49,"1","1468",아현동 694,"2113001",16.00000000,188.00000000,"2","11440","3"
상암DMC,"서울특별시 마포구 월드컵북로 375, DMC이안오피스텔1단지 102호,202호 (상암동)1522-3232","37.577623","126.890684",월드컵북로,,"20100616","월드컵경기장의 북쪽에 위치한 도로로서, 월드컵을 인용하여 부여함","20",World Cup buk-ro,"20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20100617","20141030223918",동교동 160-5,"1","2948",상암동 656,"3113019",2.00000000,28.00000000,"3","11440","3"
마포일진빌딩,"서울특별시 마포구 마포대로 45, 일진빌딩 1층 (도화동)1522-3232","37.54043451","126.9463168",마포대로,,"20090701",마포구의 주요도로,"10",Mapo-daero,"20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20090710","20141030223913",마포동 49,"1","1468",아현동 694,"2113001",16.00000000,188.00000000,"2","11440","3"
마포아크로,서울특별시 마포구 마포대로 68 (도화동) 마포아크로타워1522-3232,"37.54145556","126.948819",마포대로,,"20090701",마포구의 주요도로,"10",Mapo-daero,"20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20090710","20141030223913",마포동 49,"1","1468",아현동 694,"2113001",16.00000000,188.00000000,"2","11440","3"
홍대삼거리,서울특별시 마포구 와우산로 64 (상수동)1522-3232,"37.550266","126.923179",와우산로,,"20100616",와우산로의 가로명은  1984년11월7일에 처음으로 제정되었으며 그이름은 인근에 있는 와우산에서 연유되었다.,"10",Wausan-ro,"20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20100617","20141030223918",상수동 395,"1","1820",동교동 183-1,"3113017",4.00000000,48.00000000,"3","11440","3"
망원역,서울특별시 마포구 월드컵로 74 (서교동)1522-3232,"37.555829","126.910637",월드컵로,,"20100616","마포의 상징인 월드컵경기장을 지나는 도로로서, 2002년 월드컵을 인용하여 부여함","20",World Cup-ro,"20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20100617","20141030223918",합정동 415-8,"1","33",상암동 1572,"3113018",14.00000000,355.00000000,"3","11440","3"
마포이마트,서울특별시 마포구 백범로 212 (신공덕동) 마포이마트1522-3232,"37.542421","126.953341",백범로,,"20100419",역사적인 인물 김구의 호 인용,"10",Baekbeom-ro,"20141030",기재내용정정,"71","20100422","20181109161434",서울특별시 마포구 노고산동 31-6(신촌로타리),"1","2913",서울특별시 용산구 한강로1가 97(삼각지),"3005016",9.00000000,4150.00000000,"3","11440","2"
합정메세나몰,"서울특별시 마포구 양화로 45 (서교동, 메세나폴리스)1522-3232","37.551004","126.913848",양화로,,"20100419",옛 양화나루의 지명인용,"10",Yanghwa-ro,"20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20100422","20141030223917",합정동 348-3,"1","2282",동교동 173-17,"3113014",9.00000000,141.00000000,"3","11440","3"
홍대역8번출구,서울특별시 마포구 양화로 166 (동교동)1522-3232,"37.5567435","126.9241665",양화로,,"20100419",옛 양화나루의 지명인용,"10",Yanghwa-ro,"20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20100422","20141030223917",합정동 348-3,"1","2282",동교동 173-17,"3113014",9.00000000,141.00000000,"3","11440","3"
가재울뉴타운,서울특별시 서대문구 가재울미래로 2 1522-3232,"37.5749841","126.9164441",가재울미래로,,"20151008","가좌동의 옛지명인 ""가재울""과 가재울뉴타운지역의 발전하는 미래 모습을 반영","20",Gajaeulmirae-ro,"20151014",직권수정(속성변경),"99","20151014","20151016143928",남가좌동 124-329,"0","3584",남가좌동 259-16,"3351018",15.00000000,540.00000000,"3","11410","3"
남가좌사거리,"서울특별시 서대문구 거북골로 84 (남가좌동, DMC에코자이104동)1522-3232","37.577386","126.920815",거북골로,,"20100608",거북골 명칭 인용,"20",Geobukgol-ro,"20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20100610","20141030223518",홍은동 400-12,"1","1790",북가좌동 352-10,"3112003",3.00000000,22.00000000,"3","11410","3"
신촌역,서울특별시 서대문구 신촌로 73 (창천동)1522-3232,"37.556167","126.934673",신촌로,,,행정구역명칭 인용,"10",Sinchon-ro,"20141117",광역도로 정비,"90","20100422","20141117102054",동교동 173-17,"1","1553",아현동 91-14,"3005057",4.00000000,3300.00000000,"3","11440","2"
연희동,서울특별시 서대문구 연희로 97 (연희동)1522-3232,"37.566702","126.930475",연희로,,"20100422",행정구역명칭 인용,"20",Yeonhui-ro,"20141117",누락된 부여일자 입력,"71","20100422","20181105094417",서울특별시 마포구 동교동 173-17(동교동삼거리),"1","506",서울특별시 서대문구 홍은동 217-4 (통일로),"3112019",13.00000000,4100.00000000,"3","11410","2"
아현역,"서울특별시 서대문구 신촌로35길 10 (북아현동, E편한세상신촌 4단지)1522-3232","37.558421","126.956349",신촌로35길,,"20100608",신촌로에서 분기되는 도로로 해당 일련번호 활용,"10",Sinchon-ro 35-gil,"20191217",도로구간변경,"12","20100610","20191217115103",북아현동 154-4,"0","507",북아현동 137-5,"4136219",12.00000000,150.00000000,"4","11410","3"
홍제역,서울특별시 서대문구 통일로 451 (홍제동)1522-3232,"37.588658","126.943864",통일로,,"20081017",우리민족의 소원인 통일을 바라는 뜻,"20",Tongil-ro,"20160329",직권수정(속성변경),"99","20090710","20160329164527",진관동 91-16,"1","2694",진관동 110-28,"3000008",6.00000000,424.34600000,"3","11380","1"
연세백양로,서울특별시 서대문구 연세로 50 (신촌동) 연세대학교1522-3232,"37.562644","126.937529",연세로,,"20100419",연세대학교 학명 인용,"20",Yonsei-ro,"20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20100422","20141030223521",창천동 18-52,"1","1108",신촌동 116-71,"3112008",5.00000000,54.00000000,"3","11410","3"
연희DT,서울특별시 서대문구 연희로 144 (연희동)1522-3232,"37.5702143","126.9339777",연희로,,"20100422",행정구역명칭 인용,"20",Yeonhui-ro,"20141117",누락된 부여일자 입력,"71","20100422","20181105094417",서울특별시 마포구 동교동 173-17(동교동삼거리),"1","506",서울특별시 서대문구 홍은동 217-4 (통일로),"3112019",13.00000000,4100.00000000,"3","11410","2"
경기대,서울특별시 서대문구 충정로 53 (충정로2가)1522-3232,"37.56367995","126.9646045",충정로,,"20100419",조선시대 말기 충신 민영환의 시호 인용,"10",Chungjeong-ro,"20200625",도로구간변경,"12","20100422","20200625141655",충정로3가 225-16,"2","3844",충정로3가 226-2,"3112011",3.00000000,26.00000000,"3","11410","3"
신촌,서울특별시 서대문구 연세로 10-1 (창천동)1522-3232,"37.55648577","126.9371155",연세로,,"20100419",연세대학교 학명 인용,"20",Yonsei-ro,"20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20100422","20141030223521",창천동 18-52,"1","1108",신촌동 116-71,"3112008",5.00000000,54.00000000,"3","11410","3"
이대R,서울특별시 서대문구 이화여대길 34 (대현동)1522-3232,"37.55848315","126.9459643",이화여대길,,"20100608",이화여자대학교 인근 도로,"11",Ewhayeodae-gil,"20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20100610","20141030223522",대현동 45-10,"1","344",대현동 121-9,"4136322",5.00000000,115.00000000,"4","11410","3"
연세종합관,"서울특별시 서대문구 연세로 50, 연세세브란스 종합관 (신촌동)1522-3232","37.56177145","126.9414708",연세로,,"20100419",연세대학교 학명 인용,"20",Yonsei-ro,"20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20100422","20141030223521",창천동 18-52,"1","1108",신촌동 116-71,"3112008",5.00000000,54.00000000,"3","11410","3"
이대ECC,서울특별시 서대문구 이화여대길 52 (대현동) 이화여자대학교 B415호1522-3232,"37.561631","126.94735",이화여대길,,"20100608",이화여자대학교 인근 도로,"11",Ewhayeodae-gil,"20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20100610","20141030223522",대현동 45-10,"1","344",대현동 121-9,"4136322",5.00000000,115.00000000,"4","11410","3"
연대,서울특별시 서대문구 연세로 35 (창천동)1522-3232,"37.558706","126.936727",연세로,,"20100419",연세대학교 학명 인용,"20",Yonsei-ro,"20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20100422","20141030223521",창천동 18-52,"1","1108",신촌동 116-71,"3112008",5.00000000,54.00000000,"3","11410","3"
신촌아트레온,서울특별시 서대문구 신촌로 129 (창천동)1522-3232,"37.556505","126.940238",신촌로,,,행정구역명칭 인용,"10",Sinchon-ro,"20141117",광역도로 정비,"90","20100422","20141117102054",동교동 173-17,"1","1553",아현동 91-14,"3005057",4.00000000,3300.00000000,"3","11440","2"
충정로역,서울특별시 서대문구 충정로 231522-3232,"37.56137","126.963219",충정로,,"20100419",조선시대 말기 충신 민영환의 시호 인용,"10",Chungjeong-ro,"20200625",도로구간변경,"12","20100422","20200625141655",충정로3가 225-16,"2","3844",충정로3가 226-2,"3112011",3.00000000,26.00000000,"3","11410","3"
연대동문,서울특별시 서대문구 성산로 565 (대신동)1522-3232,"37.566385","126.946273",성산로,,"20100419",행정구역 명칭 사용,"20",Seongsan-ro,"20141030",기재내용정정,"71","20100422","20181105095206",서울특별시 마포구 망원동 297-2(성산대교 북단),"1","443",서울특별시 서대문구 현저동 983(통일로),"3005060",4.00000000,6650.00000000,"3","11410","2"
신촌명물거리,"서울특별시 서대문구 명물길 24, 1-5층 (창천동)1522-3232","37.557796","126.938095",명물길,,"20100608",명물거리 명칭 인용,"11",Myeongmul-gil,"20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20100610","20141030223519",창천동 9-20,"1","1510",대현동 121-5,"4136067",4.00000000,53.00000000,"4","11410","3"
충정타워,"서울특별시 서대문구 서소문로 21, 충정타워빌딩 1층 (충정로3가)1522-3232","37.559869","126.96411",서소문로,,"20100419",서울성곽 4소문의 하나인 소덕문 별칭인 서소문 인용,"10",Seosomun-ro,"20101109",기재내용정정,"71","20100422","20181107173807",서울특별시 서대문구 충정로3가 414 (충정로삼거리),"1","1190",서울특별시 중구 태평로2가 340-6,"3005010",3.00000000,1440.00000000,"3","11140","2"
