store_name,store_address,lat,lot,도로,길,Z_KAIS_TL_SPRD_MANAGE_11000_ALWNC_DE,Z_KAIS_TL_SPRD_MANAGE_11000_ALWNC_RESN,Z_KAIS_TL_SPRD_MANAGE_11000_BSI_INT,Z_KAIS_TL_SPRD_MANAGE_11000_ENG_RN,Z_KAIS_TL_SPRD_MANAGE_11000_MVMN_DE,Z_KAIS_TL_SPRD_MANAGE_11000_MVMN_RESN,Z_KAIS_TL_SPRD_MANAGE_11000_MVM_RES_CD,Z_KAIS_TL_SPRD_MANAGE_11000_NTFC_DE,Z_KAIS_TL_SPRD_MANAGE_11000_OPERT_DE,Z_KAIS_TL_SPRD_MANAGE_11000_RBP_CN,Z_KAIS_TL_SPRD_MANAGE_11000_RDS_DPN_SE,Z_KAIS_TL_SPRD_MANAGE_11000_RDS_MAN_NO,Z_KAIS_TL_SPRD_MANAGE_11000_REP_CN,Z_KAIS_TL_SPRD_MANAGE_11000_RN_CD,Z_KAIS_TL_SPRD_MANAGE_11000_ROAD_BT,Z_KAIS_TL_SPRD_MANAGE_11000_ROAD_LT,Z_KAIS_TL_SPRD_MANAGE_11000_ROA_CLS_SE,Z_KAIS_TL_SPRD_MANAGE_11000_SIG_CD,Z_KAIS_TL_SPRD_MANAGE_11000_WDR_RD_CD
강남GT타워,"서울특별시 서초구 서초대로 411, GT타워 (서초동)1522-3232","37.498056","127.025833",서초대로,,"20090618",행정구역명칭 인용,"20",Seocho-daero,"20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20100422","20141030225605",방배동 2298,"1","370",서초동 1318-11,"2121002",9.00000000,41.00000000,"2","11650","3"
서초동,"서울특별시 서초구 남부순환로339길 64, 현우빌딩 1층 (서초동)1522-3232","37.485941","127.021525",남부순환로339길,,"20100503",남부순환로에서 분기되어 일련번호방식 도로명 부여,"10",Nambusunhwan-ro 339-gil,"20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20100527","20141030225602",서초동 1748-44,"0","265",서초동 1748-40,"4163079",8.00000000,406.00000000,"4","11650","3"
서울교대,"서울특별시 서초구 서초중앙로 64, 1층 (서초동)1522-3232","37.487397","127.015134",서초중앙로,,"20110603",서초지역을 중심으로 관통하는 의미에서 도로명부여,"20",Seochojungang-ro,"20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20110630","20141030225605",반포동 128-9,"1","1606",반포동 131-1,"3121024",30.00000000,51.00000000,"3","11650","3"
강남에비뉴,"서울특별시 서초구 서초대로77길 62, 강남역아이파크 B102~B105 (서초동)1522-3232","37.5027","127.023894",서초대로77길,,"20100503",서초대로에서 분기되어 일련번호방식 도로명 부여,"20",Seocho-daero 77-gil,"20141030",직권수정(속성변경),"99","20100527","20190509101549",서초동 1377,"0","348",서초동 1389,"4163435",6.00000000,682.00000000,"4","11650","3"
서이초교사거리,서울특별시 서초구 사임당로 143 (서초동)1522-3232,"37.4918146","127.0252252",사임당로,,"20090618",사임당로는 1981년 1월 21일에 조선시대의 여류 서화가인 신사임당의 인명 인용,"10",Saimdang-ro,"20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20100422","20141030225604",서초동 1748-14,"1","141",서초동 1337-34,"3121014",20.00000000,108.00000000,"3","11650","3"
서울웨이브아트센터,서울특별시 서초구 잠원로 145-35 (잠원동)1522-3232,"37.518807","127.00704",잠원로,,"20090618",행정구역명칭 인용,"10",Jamwon-ro,"20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20100422","20141030225606",잠원동 78,"1","550",잠원동 82-4,"3121019",30.00000000,177.00000000,"3","11650","3"
길음역,서울특별시 성북구 정릉로 376 (돈암동)1522-3232,"37.602139","127.025271",정릉로,,"20100419",조선 태조의 계비인 신덕왕후의 능(陵)인 ‘정릉(貞陵)’에서 유래된 정릉동의 동명을 인용하여 부여,"20",Jeongneung-ro,"20100910","광역도로 정비 및 부여사유, 부여방식 정비","90","20100422","20141030220128",정릉동 산87-1 임,"0","3715",하월곡동 104-134 천,"3107014",21.00000000,4568.00000000,"3","11290","3"
미아이마트,서울특별시 성북구 도봉로 17 1522-3232,"37.610678","127.029921",도봉로,,"20090710",지역명칭 사용,"10",Dobong-ro,"20141117",누락된 부여일자 입력,"71","20090710","20181109122747",서울특별시 성북구 길음동 14-1,"2","1858",서울특별시 도봉구 도봉동 377-1,"3005039",3.00000000,9840.00000000,"3","11290","2"
종암DT,서울특별시 성북구 종암로 17 (종암동)1522-3232,"37.5919525","127.0360401",종암로,,"20090710",지역명칭 사용,"10",Jongam-ro,"20141117",누락된 부여일자 입력,"71","20090710","20181109122922",서울특별시 동대문구 제기동 1149-10,"1","429",서울특별시 성북구 하월곡동 200,"3005036",6.00000000,2170.00000000,"3","11290","2"
미아,서울특별시 성북구 동소문로 314 (하월곡동)1522-3232,"37.607581","127.029303",동소문로,,"20100419",서울성곽 4소문(四小門) 중의 하나인 혜화문(惠化門)의 다른 이름인 ‘동소문(東小門)’을 따서 부여,"10",Dongsomun-ro,"20100910","광역도로 정비 및 부여사유, 부여방식 정비","90","20100422","20141030220128",동소문동1가 17대,"2","1618",길음동 860-64천,"3107003",4.00000000,15.00000000,"3","11290","3"
성신여대정문,서울특별시 성북구 보문로34길 62 (동선동2가)1522-3232,"37.59091","127.0188",보문로34길,,"20100514",보문로에서  분기되는 도로구간으로 해당 일련번호 부여,"10",Bomun-ro 34-gil,,"광역도로 정비 및 부여사유, 부여방식 정비","90","20100610","20110228",삼선동4가 352-1대,"1","245",동선동3가 221-3 대,"4121219",2.00000000,15.00000000,"4","11290","3"
종암,서울특별시 성북구 종암로 122 (종암동)1522-3232,"37.601095","127.033847",종암로,,"20090710",지역명칭 사용,"10",Jongam-ro,"20141117",누락된 부여일자 입력,"71","20090710","20181109122922",서울특별시 동대문구 제기동 1149-10,"1","429",서울특별시 성북구 하월곡동 200,"3005036",6.00000000,2170.00000000,"3","11290","2"
삼선교,서울특별시 성북구 동소문로 10 (동소문동2가)1522-3232,"37.588696","127.0073207",동소문로,,"20100419",서울성곽 4소문(四小門) 중의 하나인 혜화문(惠化門)의 다른 이름인 ‘동소문(東小門)’을 따서 부여,"10",Dongsomun-ro,"20100910","광역도로 정비 및 부여사유, 부여방식 정비","90","20100422","20141030220128",동소문동1가 17대,"2","1618",길음동 860-64천,"3107003",4.00000000,15.00000000,"3","11290","3"
월곡역,"서울특별시 성북구 화랑로 76, 101-1호 (하월곡동)1522-3232","37.601718","127.040446",화랑로,,"20100513",육군사관학교의 다른 명칭인 화랑대(花郞臺)를 인용,"10",Hwarang-ro,"20200123",도로구간변경,"12","20100520","20200123154023",석관동 168-85,"1","5569",장위동 7-5,"3005046",8.00000000,124.00000000,"3","11290","2"
고대,서울특별시 성북구 고려대로24길 51 (안암동5가)1522-3232,"37.58397192","127.0297352",고려대로24길,,"20181224",고려대로에서 분기되는 도로구간으로 해당 일련번호 부여,"10",Goryeodae-ro 24-gil,"20181224",직권수정(속성변경),"99","20181224","20190328181645",안암동5가 101-51대,"1","4653",안암동5가 104-119대,"4856603",7.00000000,400.00000000,"4","11290","3"
현대미아,서울특별시 성북구 동소문로 315 (길음동) 지하1층1522-3232,"37.60837822","127.0287483",동소문로,동소문로 315 (길,"20100419",서울성곽 4소문(四小門) 중의 하나인 혜화문(惠化門)의 다른 이름인 ‘동소문(東小門)’을 따서 부여,"10",Dongsomun-ro,"20100910","광역도로 정비 및 부여사유, 부여방식 정비","90","20100422","20141030220128",동소문동1가 17대,"2","1618",길음동 860-64천,"3107003",4.00000000,15.00000000,"3","11290","3"
성신여대,서울특별시 성북구 동소문로24길 12 (동선동1가)1522-3232,"37.593135","127.018379",동소문로24길,,"20100514",동소문로에서 분기되는 도로구간으로 해당 일련번호 부여,"10",Dongsomun-ro 24-gil,,"광역도로 정비 및 부여사유, 부여방식 정비","90","20100610","20110228",동선동1가 114-1대,"0","1230",동선동1가 84-2대,"4121099",5.00000000,319.00000000,"4","11290","3"
안암역,서울특별시 성북구 고려대로 102-2 (안암동5가)1522-3232,"37.586319","127.030556",고려대로,,"20181224","고려대학교의 지리적 위치와 생활권, 지역적 특성 및 상징성을 감안하여 부여","10",Goryeodae-ro,"20190328",직권수정(속성변경),"99","20181224","20190328181443",보문동1가 147-1대,"2","5469",안암동5가 1-14학,"3352207",1.63900000,1214.00000000,"3","11290","3"
한성대입구역,서울특별시 성북구 성북로 11 (성북동1가)1522-3232,"37.589054","127.004839",성북로,,"20100514",조선 영조 14년에 도성 수비를 담당했던 어영청(御營廳)의 북둔(北屯)이 설치된 것에서 유래된 성북동의 동명을 인용하여 부여,"10",Seongbuk-ro,"20100910","광역도로 정비 및 부여사유, 부여방식 정비","90","20100610","20110309",성북동1가 50-1천,"1","928",성북동 330-139대,"3107008",3.00000000,94.00000000,"3","11290","3"
장위뉴타운,서울특별시 성북구 장월로38길 4 (장위동)1522-3232,"37.6179569","127.0515357",장월로38길,,"20100514",장월로에서 분기되는 도로구간으로 해당 일련번호 부여,"20",Jangwol-ro 38-gil,"20200130",도로구간변경,"12","20100610","20200130213811",장위동 143-33,"1","5593",장위동 143-39,"4121535",2.00000000,13.03800000,"4","11290","3"
송파나루역DT,서울특별시 송파구 오금로 142 (송파동)1522-3232,"37.510793","127.1102658",오금로,,"20100507",오금동을 경유하는 도로이므로 도로명부여,"12",Ogeum-ro,"20141030",직권수정(속성변경),"99","20100604","20150325114425",신천동 14,"1","562",거여동 산71-23,"3123014",12.00000000,5729.00000000,"3","11710","3"
송파헬리오시티,"서울특별시 송파구 송파대로 345 (가락동, 헬리오시티)1522-3232","37.4978563","127.1031325",송파대로,,,행정구역 명칭 사용,"12",Songpa-daero,"20141117",직권수정(속성변경),"99","20090710","20150325113134",장지동 608-13,"1","1056",신천동 256,"2005011",3.00000000,7365.00000000,"2","11710","2"
잠실시그마타워,서울특별시 송파구 올림픽로 289 (신천동)1522-3232,"37.514567","127.102493",올림픽로,,"20100513",올림픽을 기념하여 부여,"10",Olympic-ro,"20141030",기재내용정정,"71","20100520","20181105114808",서울특별시 송파구 잠실동 6 (삼성교 동측),"1","569",서울특별시 강동구 암사동 100-3 (점말길),"3123023",4.00000000,9400.00000000,"3","11740","2"
문정법원로R,서울특별시 송파구 송파대로 201 (문정동)1522-3232,"37.487447","127.119164",송파대로,,,행정구역 명칭 사용,"12",Songpa-daero,"20141117",직권수정(속성변경),"99","20090710","20150325113134",장지동 608-13,"1","1056",신천동 256,"2005011",3.00000000,7365.00000000,"2","11710","2"
송파개롱역,서울특별시 송파구 오금로 420 (가락동)1522-3232,"37.496956","127.13652",오금로,,"20100507",오금동을 경유하는 도로이므로 도로명부여,"12",Ogeum-ro,"20141030",직권수정(속성변경),"99","20100604","20150325114425",신천동 14,"1","562",거여동 산71-23,"3123014",12.00000000,5729.00000000,"3","11710","3"
문정하비오,"서울특별시 송파구 송파대로 111 (문정동, 파크하비오) 204동 104호~107호1522-3232","37.481925","127.123446",송파대로,,,행정구역 명칭 사용,"12",Songpa-daero,"20141117",직권수정(속성변경),"99","20090710","20150325113134",장지동 608-13,"1","1056",신천동 256,"2005011",3.00000000,7365.00000000,"2","11710","2"
문정역,"서울특별시 송파구 송파대로 167 (문정동)테라타워 B동 137호~139호,204호1522-3232","37.484813","127.122237",송파대로,,,행정구역 명칭 사용,"12",Songpa-daero,"20141117",직권수정(속성변경),"99","20090710","20150325113134",장지동 608-13,"1","1056",신천동 256,"2005011",3.00000000,7365.00000000,"2","11710","2"
잠실대교남단R,서울특별시 송파구 송파대로 570 타워 730 1층1522-3232,"37.515511","127.099006",송파대로,,,행정구역 명칭 사용,"12",Songpa-daero,"20141117",직권수정(속성변경),"99","20090710","20150325113134",장지동 608-13,"1","1056",신천동 256,"2005011",3.00000000,7365.00000000,"2","11710","2"
송파위례,"서울특별시 송파구 위례광장로 230 (장지동, 위례2차아이파크)1522-3232","37.478264","127.144067",위례광장로,,"20131030",위례신도시 중심지구를 관통하고 트랜짓몰을 감싸안는 도로이므로 위례광장로로 명명함,"20",Wiryegwangjang-ro,"20201110",도로구간변경,"12","20131030","20201110172437",장지동 500-2,"0","2441",장지동 485-2,"3000238",24.00000000,9000.00000000,"3","11710","1"
송파방이DT,서울특별시 송파구 오금로 241 (방이동)1522-3232,"37.506564","127.120495",오금로,,"20100507",오금동을 경유하는 도로이므로 도로명부여,"12",Ogeum-ro,"20141030",직권수정(속성변경),"99","20100604","20150325114425",신천동 14,"1","562",거여동 산71-23,"3123014",12.00000000,5729.00000000,"3","11710","3"
송파구청,서울특별시 송파구 오금로 87 (방이동)1522-3232,"37.514573","127.107404",오금로,,"20100507",오금동을 경유하는 도로이므로 도로명부여,"12",Ogeum-ro,"20141030",직권수정(속성변경),"99","20100604","20150325114425",신천동 14,"1","562",거여동 산71-23,"3123014",12.00000000,5729.00000000,"3","11710","3"
올림픽평화의문,서울특별시 송파구 위례성대로 38 (방이동) 해태그린피아빌라트1522-3232,"37.5156426","127.1164819",위례성대로,,"20100507",도로의 위치가 옛 백제의 위례성터이므로 도로명부여,"20",Wiryeseong-daero,"20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20100604","20141030225851",방이동 44-11대,"0","24",오금동 99-23 주,"2123002",58.00000000,2660.00000000,"2","11710","3"
송파아이파크,서울특별시 송파구 법원로 55 (문정동)1522-3232,"37.479892","127.122379",법원로,,"20150416",법조타운 조성지로 법원이 인접한 도로,"20",Beobwon-ro,"20100604",직권수정(속성변경),"99","20150416","20150821165503",장지동 668-1답,"0","2204",문정동 150-16천,"3350849",31.00000000,1453.00000000,"3","11710","3"
송파사거리,서울특별시 송파구 송파대로 386 (송파동)1522-3232,"37.5022788","127.1103904",송파대로,,,행정구역 명칭 사용,"12",Songpa-daero,"20141117",직권수정(속성변경),"99","20090710","20150325113134",장지동 608-13,"1","1056",신천동 256,"2005011",3.00000000,7365.00000000,"2","11710","2"
석촌서호,서울특별시 송파구 석촌호수로 176 (삼전동)1522-3232,"37.5063929","127.0964684",석촌호수로,,"20100507",석촌호수를 경유하는 도로이므로 도로명부여,"13",Seokchonhosu-ro,"20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20100604","20141030225848",송파동 32-7대,"1","663",송파동 31-5대,"3123009",3.00000000,49.00000000,"3","11710","3"
문정로데오,서울특별시 송파구 동남로 141 (가락동)1522-3232,"37.491905","127.1262696",동남로,,"20090701",서울시 동남쪽에 있는 강동과 송파를 연결하는 도로,"20",Dongnam-ro,"20160401",,"12","20090710","20160401105038",방이동 436-55,"1","5643",방이동 436-12,"3000034",3.00000000,482.76900000,"3","11710","1"
올림픽훼미리,서울특별시 송파구 중대로 68 (문정동)1522-3232,"37.491626","127.116308",중대로,,"20100507",옛 지명을 이용하여 도로명부여,"11",Jungdae-ro,"20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20100604","20141030225851",가락동 99-6대,"1","602",가락동 98-2대,"3123016",13.00000000,201.00000000,"3","11710","3"
올림픽공원남문,서울특별시 송파구 위례성대로 102 (방이동)1522-3232,"37.5133","127.123113",위례성대로,,"20100507",도로의 위치가 옛 백제의 위례성터이므로 도로명부여,"20",Wiryeseong-daero,"20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20100604","20141030225851",방이동 44-11대,"0","24",오금동 99-23 주,"2123002",58.00000000,2660.00000000,"2","11710","3"
방이역,"서울특별시 송파구 마천로 53, 1~2층 (오금동)1522-3232","37.508666","127.126569",마천로,,"20100507",마천동을 경유하는 도로이므로 도로명부여,"16",Macheon-ro,"20141030",직권수정(속성변경),"99","20100604","20150324163227",방이동 210-1,"1","591",거여동 575,"3123004",6.00000000,3920.00000000,"3","11710","3"
석촌호수,서울특별시 송파구 석촌호수로 262 (송파동)1522-3232,"37.509581","127.104993",석촌호수로,,"20100507",석촌호수를 경유하는 도로이므로 도로명부여,"13",Seokchonhosu-ro,"20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20100604","20141030225848",송파동 32-7대,"1","663",송파동 31-5대,"3123009",3.00000000,49.00000000,"3","11710","3"
잠실푸르지오월드,"서울특별시 송파구 올림픽로35가길 9, 잠실푸르지오월드마크 1층 (신천동)1522-3232","37.517649","127.103426",올림픽로35가길,,"20100507",올림픽로에 일련번호 방식으로 도로명부여,"21",Olympic-ro 35ga-gil,"20141030",직권수정(속성변경),"99","20120614","20190513170334",신천동 11-4대,"0","358",신천동 11-9대,"4169551",18.00000000,225.00000000,"4","11710","3"
잠실새내역,서울특별시 송파구 올림픽로 96 (잠실동)1522-3232,"37.511679","127.081062",올림픽로,,"20100513",올림픽을 기념하여 부여,"10",Olympic-ro,"20141030",기재내용정정,"71","20100520","20181105114808",서울특별시 송파구 잠실동 6 (삼성교 동측),"1","569",서울특별시 강동구 암사동 100-3 (점말길),"3123023",4.00000000,9400.00000000,"3","11740","2"
잠실역,"서울특별시 송파구 송파대로 562 (신천동, 웰리스타워,삼성웰리스아파트) 1층,2층1522-3232","37.515272","127.099231",송파대로,,,행정구역 명칭 사용,"12",Songpa-daero,"20141117",직권수정(속성변경),"99","20090710","20150325113134",장지동 608-13,"1","1056",신천동 256,"2005011",3.00000000,7365.00000000,"2","11710","2"
갤러리아팰리스,"서울특별시 송파구 올림픽로 212, 갤러리아 팰리스 (잠실동)1522-3232","37.51108365","127.0938059",올림픽로,,"20100513",올림픽을 기념하여 부여,"10",Olympic-ro,"20141030",기재내용정정,"71","20100520","20181105114808",서울특별시 송파구 잠실동 6 (삼성교 동측),"1","569",서울특별시 강동구 암사동 100-3 (점말길),"3123023",4.00000000,9400.00000000,"3","11740","2"
아시아선수촌,서울특별시 송파구 백제고분로 69 (잠실동)1522-3232,"37.51059","127.079047",백제고분로,,"20100507",백제시대 고분을 지나는 도로이므로 도로명부여,"18",Baekjegobun-ro,"20141030",직권수정(고시일자),"99","20100604","20181116110421",석촌동 174-7대,"1","1194",석촌동 174-1대,"3123006",5.00000000,69.00000000,"3","11710","3"
올림픽아파트,서울특별시 송파구 양재대로 1222 (방이동)1522-3232,"37.515315","127.133237",양재대로,,"20100310",지역명 사용,"10",Yangjae-daero,"20180308",기재내용정정,"71","20180308","20181116172514",서울 서초구 중앙로 626,"1","593",경기 구리시 강변북로 224,"2000006",6.00000000,19360.00000000,"2","11650","1"
가락본동,서울특별시 송파구 송파대로30길 13 (가락동)1522-3232,"37.494895","127.118785",송파대로30길,,"20100507",송파대로에 일련번호 방식으로 도로명부여,"12",Songpa-daero 30-gil,"20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20100604","20141030225849",가락동 98-2대,"1","1417",가락동 98-5대,"4169334",5.00000000,79.00000000,"4","11710","3"
석촌역,"서울특별시 송파구 백제고분로 358, 1층 (석촌동)1522-3232","37.5042626","127.1061077",백제고분로,,"20100507",백제시대 고분을 지나는 도로이므로 도로명부여,"18",Baekjegobun-ro,"20141030",직권수정(고시일자),"99","20100604","20181116110421",석촌동 174-7대,"1","1194",석촌동 174-1대,"3123006",5.00000000,69.00000000,"3","11710","3"
가락시장역,"서울특별시 송파구 중대로 121, 롯데캐슬 파인힐 1층 (가락동)1522-3232","37.494299","127.121354",중대로,,"20100507",옛 지명을 이용하여 도로명부여,"11",Jungdae-ro,"20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20100604","20141030225851",가락동 99-6대,"1","602",가락동 98-2대,"3123016",13.00000000,201.00000000,"3","11710","3"
가든파이브,서울특별시 송파구 충민로 10 (문정동) 가든파이브툴1522-3232,"37.4782316","127.1193703",충민로,,"20100507",이 지역에서 태어난 임경업 장군의 시호를 따서 도로명부여,"20",Chungmin-ro,"20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20100604","20141030225851",문정동 75대,"1","1631",문정동 74 대,"3123017",8.00000000,101.00000000,"3","11710","3"
송파NC,서울특별시 송파구 충민로 66 (문정동)  가든파이브라이프 패션관1층1522-3232,"37.4778761","127.1256748",충민로,,"20100507",이 지역에서 태어난 임경업 장군의 시호를 따서 도로명부여,"20",Chungmin-ro,"20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20100604","20141030225851",문정동 75대,"1","1631",문정동 74 대,"3123017",8.00000000,101.00000000,"3","11710","3"
몽촌토성역,서울특별시 송파구 위례성대로 6 1522-3232,"37.516913","127.113127",위례성대로,,"20100507",도로의 위치가 옛 백제의 위례성터이므로 도로명부여,"20",Wiryeseong-daero,"20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20100604","20141030225851",방이동 44-11대,"0","24",오금동 99-23 주,"2123002",58.00000000,2660.00000000,"2","11710","3"
송파마천사거리DT,서울특별시 송파구 거마로 78 (마천동)1522-3232,"37.499829","127.147672",거마로,,"20100507",거여동과 마천동을 연결하는 도로이므로 도로명부여,"20",Geoma-ro,"20141030",직권수정(속성변경),"99","20100604","20150324161959",거여동 37-4,"1","1846",마천동 63-3,"3123003",9.00000000,1350.00000000,"3","11710","3"
목동파리공원,서울특별시 양천구 목동동로 377 (목동)1522-3232,"37.535336","126.878852",목동동로,,"20100615",목동신시가지 중심축의 동쪽 도로,"20",Mokdongdong-ro,"20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20100615","20141030224043",신정동 1267,"1","656",목동 911-1,"3114001",6.00000000,143.00000000,"3","11470","3"
등촌역,서울특별시 양천구 공항대로 566 (목동) 1층 2층1522-3232,"37.548884","126.86807",공항대로,,"20100419",김포공항에 연결되는 주도로의 의미 부여,"20",Gonghang-daero,"20141030",기재내용정정,"71","20100422","20181106090529",서울특별시 강서구 공항동 434-10(남부순환로),"1","1452",서울특별시 영등포구 양화동(양화교 끝단),"2005007",4.00000000,7600.00000000,"2","11500","2"
목동행복한,서울특별시 양천구 목동동로 309 (목동)1522-3232,"37.529147","126.876099",목동동로,,"20100615",목동신시가지 중심축의 동쪽 도로,"20",Mokdongdong-ro,"20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20100615","20141030224043",신정동 1267,"1","656",목동 911-1,"3114001",6.00000000,143.00000000,"3","11470","3"
신정DT,서울특별시 양천구 신월로 341 (신정동)1522-3232,"37.521993","126.858865",신월로,,"20100615",행정구역 명칭 인용,"20",Sinwol-ro,"20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20100615","20141030224045",신정동 781-15,"1","787",신정동 313-1,"3114010",8.00000000,106.00000000,"3","11470","3"
목동역,서울특별시 양천구 목동로 203 (신정동) 1층일부1522-3232,"37.526684","126.863986",목동로,,"20100419",행정구역 명칭 인용,"20",Mokdong-ro,"20141030",직권수정(도로폭),"99","20100422","20160609160316",신정동 151-23,"0","410",목동 807-6,"3114002",40.00000000,2700.00000000,"3","11470","3"
목동오목로,"서울특별시 양천구 오목로 279 (목동) 102,103,104,105호1522-3232","37.525923","126.868438",오목로,,"20100419",양천에 놓인 오목교 명칭 인용,"20",Omok-ro,"20141030",기재내용정정,"71","20100422","20181106095324",서울특별시 양천구 신월동524-1(남부순환로),"2","470",서울특별시 영등포구 양평동3가 489 (오목교 동측),"3114014",2.00000000,3800.00000000,"3","11470","2"
목동8단지,서울특별시 양천구 목동서로 299 (신정동)1522-3232,"37.520518","126.868841",목동서로,,"20100615",목동신시가지 중심축의 서쪽 도로,"20",Mokdongseo-ro,"20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20100615","20141030224044",목동 900,"1","261",신정동 324,"3114003",6.00000000,178.00000000,"3","11470","3"
오목교역,서울특별시 양천구 오목로 354 (목동)1522-3232,"37.5235882","126.8765212",오목로,,"20100419",양천에 놓인 오목교 명칭 인용,"20",Omok-ro,"20141030",기재내용정정,"71","20100422","20181106095324",서울특별시 양천구 신월동524-1(남부순환로),"2","470",서울특별시 영등포구 양평동3가 489 (오목교 동측),"3114014",2.00000000,3800.00000000,"3","11470","2"
목동7단지,서울특별시 양천구 목동서로 213 (목동) 세신비젼프라자1522-3232,"37.528012","126.87053",목동서로,,"20100615",목동신시가지 중심축의 서쪽 도로,"20",Mokdongseo-ro,"20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20100615","20141030224044",목동 900,"1","261",신정동 324,"3114003",6.00000000,178.00000000,"3","11470","3"
목동5단지,"서울특별시 양천구 목동동로 411, 1동 116호(목동, 부영그린타운3차)1522-3232","37.536706","126.88212",목동동로,,"20100615",목동신시가지 중심축의 동쪽 도로,"20",Mokdongdong-ro,"20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20100615","20141030224043",신정동 1267,"1","656",목동 911-1,"3114001",6.00000000,143.00000000,"3","11470","3"
목동,서울특별시 양천구 목동서로 67 (목동) 우성에펠타운1522-3232,"37.53638383","126.8785597",목동서로,,"20100615",목동신시가지 중심축의 서쪽 도로,"20",Mokdongseo-ro,"20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20100615","20141030224044",목동 900,"1","261",신정동 324,"3114003",6.00000000,178.00000000,"3","11470","3"
현대목동,"서울특별시 양천구 목동동로 257 (목동, 현대하이페리온) 지하2층1522-3232","37.526848","126.875023",목동동로,,"20100615",목동신시가지 중심축의 동쪽 도로,"20",Mokdongdong-ro,"20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20100615","20141030224043",신정동 1267,"1","656",목동 911-1,"3114001",6.00000000,143.00000000,"3","11470","3"
목동파라곤,"서울특별시 양천구 목동서로 155, 목동파라곤 1층 (목동)1522-3232","37.52947","126.874996",목동서로,,"20100615",목동신시가지 중심축의 서쪽 도로,"20",Mokdongseo-ro,"20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20100615","20141030224044",목동 900,"1","261",신정동 324,"3114003",6.00000000,178.00000000,"3","11470","3"
목동트라팰리스,서울특별시 양천구 오목로 299 (목동)1522-3232,"37.5255","126.8702",오목로,,"20100419",양천에 놓인 오목교 명칭 인용,"20",Omok-ro,"20141030",기재내용정정,"71","20100422","20181106095324",서울특별시 양천구 신월동524-1(남부순환로),"2","470",서울특별시 영등포구 양평동3가 489 (오목교 동측),"3114014",2.00000000,3800.00000000,"3","11470","2"
목동10단지,"서울특별시 양천구 목동서로 401 (신정동, 대림아크로빌), 상가A동 101,101-1호1522-3232","37.51542562","126.8596031",목동서로,,"20100615",목동신시가지 중심축의 서쪽 도로,"20",Mokdongseo-ro,"20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20100615","20141030224044",목동 900,"1","261",신정동 324,"3114003",6.00000000,178.00000000,"3","11470","3"
신월동DT,서울특별시 양천구 남부순환로 319 (신월동)1522-3232,"37.53829235","126.8271014",남부순환로,,"20090710",서울의 남쪽을 연결하는 도로,"10",Nambusunhwan-ro,"20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20100315","20141030225218",신림동 1673,"1","3260",남현동 1130-1,"2000003",5.00000000,32620.00000000,"2","11620","1"
타임스퀘어R,서울특별시 영등포구 영중로 15 지하 1층 (영등포동4가)1522-3232,"37.517139","126.903606",영중로,,"20100520",영등포동 중앙을 통과하는 도로,"20",Yeongjung-ro,"20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20100527","20141030224651",영등포동4가 425-2,"0","3085",영등포동8가 86,"3118024",30.00000000,1761.00000000,"3","11560","3"
샛강역,서울특별시 영등포구 여의대방로 376 (여의도동)1522-3232,"37.5183551","126.9312716",여의대방로,,"20100422",여의도와 대방동 지명 혼합,"20",Yeouidaebang-ro,"20141117",누락된 부여일자 입력,"71","20100422","20181023153836",서울특별시 영등포구 대림동 948-1,"1","3408",서울특별시 용산구 이촌동 393-4 (원효대교 북단),"3118028",6.00000000,5700.00000000,"3","11560","2"
